Muestra,Ms,Hc,Xinicial,Pend,Xpara 
A17,1.998725883039624,-0.5619483425025904,2.12530441591502,0.1919917300202425
A12,3.0076533311689237,-1.1246837362740998,1.6892254827760234,0.07713233757535508
A11,1.799616363035046,-0.5266864745254116,1.979785115232914,0.16056202373348732
A14,3.1879452559091455,-0.5502590150444373,3.4630075802452094,0.31685485314458617
A18,1.8222246843688463,-0.5213928924084268,2.0472260338465014,0.19897768767369628
A19,1.8950693114568118,-0.5084263805237552,2.1126675027562714,0.2023814456387859
A20,1.4455131140715096,-0.5314565213343823,1.5493222410493463,0.18119331055477472
A21,0.9577702732723372,-0.5038352428071762,1.0410648668254474,0.07233714071900635
A8,4.385212671620579,-0.47112887177957896,5.12198196279807,0.32449015414017135
A22,1.0471777571183178,-0.4944919402429728,1.277626546709897,0.10823695375819334
A23,1.7415120987046429,-0.4214808687693017,2.4346771097552624,0.1989188897323128
A24,3.2751147145651807,-0.5242630884664572,3.7152663172013707,0.3168577979866084
A25,1.174885733940254,-0.5067347713035528,1.503339398755171,0.11387989897109198
A26,2.952371465348488,-0.48562936991734595,3.2794431086916704,0.12997835984694037
A27,2.9344757555123238,-0.5418201718262536,3.2101174268004344,0.2881269133766644
A28,2.6611030156775612,-0.5177943969941223,2.816777069778792,0.28591619533479024
A29,1.5260736107996102,-0.47085698754873384,1.8938032431211806,0.12256900651717709
